Complex_Name,Confidence_Score,Protein_Path,Ligand_Path
B3_41_Indole-3-acetaldehyde,-5.61,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_41_Indole-3-acetaldehyde/rank10_confidence-5.61.sdf
B3_45_adipate semialdehyde,-5.62,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_45_adipate semialdehyde/rank10_confidence-5.62.sdf
B6_6_amylaldehyde,-5.62,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_6_amylaldehyde/rank10_confidence-5.62.sdf
B3_39_4-nitrobenzaldehyde,-5.62,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_39_4-nitrobenzaldehyde/rank10_confidence-5.62.sdf
B7_58_S-(4-oxobutan-2-yl)glutathione,-5.63,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_58_S-(4-oxobutan-2-yl)glutathione/rank10_confidence-5.63.sdf
B1_10_4-guanidinobutyraldehyde,-5.64,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_10_4-guanidinobutyraldehyde/rank10_confidence-5.64.sdf
B7_7_glutaraldehyde,-5.64,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_7_glutaraldehyde/rank10_confidence-5.64.sdf
B1_54_Methanol,-5.65,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_54_Methanol/rank10_confidence-5.65.sdf
B6_45_adipate semialdehyde,-5.66,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_45_adipate semialdehyde/rank10_confidence-5.66.sdf
B7_39_4-nitrobenzaldehyde,-5.66,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_39_4-nitrobenzaldehyde/rank10_confidence-5.66.sdf
B6_11_prop-2-enal,-5.68,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_11_prop-2-enal/rank10_confidence-5.68.sdf
B7_15_heptanal,-5.68,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_15_heptanal/rank10_confidence-5.68.sdf
B5_23_4-Hydroxynonenal,-5.7,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_23_4-Hydroxynonenal/rank10_confidence-5.70.sdf
B5_48_alpha-aminoadipate semialdehyde,-5.7,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_48_alpha-aminoadipate semialdehyde/rank10_confidence-5.70.sdf
B3_23_4-Hydroxynonenal,-5.7,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_23_4-Hydroxynonenal/rank10_confidence-5.70.sdf
B5_7_glutaraldehyde,-5.71,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_7_glutaraldehyde/rank10_confidence-5.71.sdf
B1_40_Furan-2-carbaldehyde,-5.73,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_40_Furan-2-carbaldehyde/rank10_confidence-5.73.sdf
B6_24_Tetradecanal,-5.75,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_24_Tetradecanal/rank10_confidence-5.75.sdf
B5_44_glutarate semialdehyde,-5.75,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_44_glutarate semialdehyde/rank10_confidence-5.75.sdf
B7_40_Furan-2-carbaldehyde,-5.77,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_40_Furan-2-carbaldehyde/rank10_confidence-5.77.sdf
B5_22_trans-2-Octenal,-5.78,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_22_trans-2-Octenal/rank10_confidence-5.78.sdf
B7_13_(2E)-but-2-enal,-5.82,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_13_(2E)-but-2-enal/rank10_confidence-5.82.sdf
B1_45_adipate semialdehyde,-5.83,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_45_adipate semialdehyde/rank10_confidence-5.83.sdf
B1_23_4-Hydroxynonenal,-5.83,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_23_4-Hydroxynonenal/rank10_confidence-5.83.sdf
B2_2_acetaldehyde,-5.84,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_2_acetaldehyde/rank10_confidence-5.84.sdf
B2_39_4-nitrobenzaldehyde,-5.85,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_39_4-nitrobenzaldehyde/rank10_confidence-5.85.sdf
B2_35_Cinnamaldehyde,-5.86,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_35_Cinnamaldehyde/rank10_confidence-5.86.sdf
B3_12_prop-2-ynal,-5.86,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_12_prop-2-ynal/rank10_confidence-5.86.sdf
B5_24_Tetradecanal,-5.88,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_24_Tetradecanal/rank10_confidence-5.88.sdf
B5_1_formaldehyde,-5.9,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_1_formaldehyde/rank10_confidence-5.90.sdf
B5_42_Glutamate-5-semialdehyde,-5.93,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_42_Glutamate-5-semialdehyde/rank10_confidence-5.93.sdf
B3_35_Cinnamaldehyde,-6.03,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_35_Cinnamaldehyde/rank10_confidence-6.03.sdf
B1_4_malonaldehyde,-6.05,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_4_malonaldehyde/rank10_confidence-6.05.sdf
B2_48_alpha-aminoadipate semialdehyde,-6.06,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_48_alpha-aminoadipate semialdehyde/rank10_confidence-6.06.sdf
B6_39_4-nitrobenzaldehyde,-6.1,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_39_4-nitrobenzaldehyde/rank10_confidence-6.10.sdf
B2_24_Tetradecanal,-6.13,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_24_Tetradecanal/rank10_confidence-6.13.sdf
B5_43_Glutamate-1-semialdehyde,-6.14,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_43_Glutamate-1-semialdehyde/rank10_confidence-6.14.sdf
B5_21_cis-2-Octenal,-6.15,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_21_cis-2-Octenal/rank10_confidence-6.15.sdf
B7_21_cis-2-Octenal,-6.2,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_21_cis-2-Octenal/rank10_confidence-6.20.sdf
B5_46_Succinic semialdehyde,-6.22,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_46_Succinic semialdehyde/rank10_confidence-6.22.sdf
B6_9_2-hydroxypropionaldehyde,-6.25,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_9_2-hydroxypropionaldehyde/rank10_confidence-6.25.sdf
B5_49_2-Aminomuconic semialdehyde,-6.29,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_49_2-Aminomuconic semialdehyde/rank10_confidence-6.29.sdf
B6_21_cis-2-Octenal,-6.31,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_21_cis-2-Octenal/rank10_confidence-6.31.sdf
B6_25_hexadecanal,-6.32,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_25_hexadecanal/rank10_confidence-6.32.sdf
B2_41_Indole-3-acetaldehyde,-6.37,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_41_Indole-3-acetaldehyde/rank10_confidence-6.37.sdf
B2_1_formaldehyde,-6.38,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_1_formaldehyde/rank10_confidence-6.38.sdf
B2_28_Phenylacetaldehyde,-6.38,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_28_Phenylacetaldehyde/rank10_confidence-6.38.sdf
B6_5_butyraldehyde,-6.4,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_5_butyraldehyde/rank10_confidence-6.40.sdf
B5_54_Methanol,-6.42,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_54_Methanol/rank10_confidence-6.42.sdf
B3_26_trans-2-hexadecenal,-6.43,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_26_trans-2-hexadecenal/rank10_confidence-6.43.sdf
B7_35_Cinnamaldehyde,-6.45,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_35_Cinnamaldehyde/rank10_confidence-6.45.sdf
B2_4_malonaldehyde,-6.48,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_4_malonaldehyde/rank10_confidence-6.48.sdf
B4_13_(2E)-but-2-enal,-6.49,/root/miniproject/DiffDock/proteinPDB/B4.pdb,/root/miniproject/results_batch/B4_13_(2E)-but-2-enal/rank10_confidence-6.49.sdf
B2_27_Benzaldehyde,-6.49,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_27_Benzaldehyde/rank10_confidence-6.49.sdf
B1_16_octanaldehyde,-6.57,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_16_octanaldehyde/rank10_confidence-6.57.sdf
B7_37_thiobenzaldehyde,-6.59,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_37_thiobenzaldehyde/rank10_confidence-6.59.sdf
B7_47_methylmalonate semialdehyde,-6.59,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_47_methylmalonate semialdehyde/rank10_confidence-6.59.sdf
B7_11_prop-2-enal,-6.63,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_11_prop-2-enal/rank10_confidence-6.63.sdf
B4_11_prop-2-enal,-6.7,/root/miniproject/DiffDock/proteinPDB/B4.pdb,/root/miniproject/results_batch/B4_11_prop-2-enal/rank10_confidence-6.70.sdf
B3_28_Phenylacetaldehyde,-6.72,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_28_Phenylacetaldehyde/rank10_confidence-6.72.sdf
B6_8_hexanal,-6.74,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_8_hexanal/rank10_confidence-6.74.sdf
B6_1_formaldehyde,-6.75,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_1_formaldehyde/rank10_confidence-6.75.sdf
B6_3_propylaldehyde,-6.81,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_3_propylaldehyde/rank10_confidence-6.81.sdf
B5_2_acetaldehyde,-6.84,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_2_acetaldehyde/rank10_confidence-6.84.sdf
B2_11_prop-2-enal,-6.84,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_11_prop-2-enal/rank10_confidence-6.84.sdf
B1_28_Phenylacetaldehyde,-6.93,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_28_Phenylacetaldehyde/rank10_confidence-6.93.sdf
B3_11_prop-2-enal,-7.14,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_11_prop-2-enal/rank10_confidence-7.14.sdf
B3_5_butyraldehyde,-7.21,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_5_butyraldehyde/rank10_confidence-7.21.sdf
B7_3_propylaldehyde,-7.21,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_3_propylaldehyde/rank10_confidence-7.21.sdf
B4_27_Benzaldehyde,-7.22,/root/miniproject/DiffDock/proteinPDB/B4.pdb,/root/miniproject/results_batch/B4_27_Benzaldehyde/rank10_confidence-7.22.sdf
B3_27_Benzaldehyde,-7.38,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_27_Benzaldehyde/rank10_confidence-7.38.sdf
B5_55_Ethanol,-7.4,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_55_Ethanol/rank10_confidence-7.40.sdf
B3_19_dodecanal,-7.56,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_19_dodecanal/rank10_confidence-7.56.sdf
B7_2_acetaldehyde,-7.72,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_2_acetaldehyde/rank10_confidence-7.72.sdf
B5_28_Phenylacetaldehyde,-7.83,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_28_Phenylacetaldehyde/rank10_confidence-7.83.sdf
B6_4_malonaldehyde,-7.84,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_4_malonaldehyde/rank10_confidence-7.84.sdf
B1_26_trans-2-hexadecenal,-7.9,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_26_trans-2-hexadecenal/rank10_confidence-7.90.sdf
B2_26_trans-2-hexadecenal,-7.94,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_26_trans-2-hexadecenal/rank10_confidence-7.94.sdf
B7_27_Benzaldehyde,-8.0,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_27_Benzaldehyde/rank10_confidence-8.00.sdf
B3_21_cis-2-Octenal,-8.26,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_21_cis-2-Octenal/rank10_confidence-8.26.sdf
B2_37_thiobenzaldehyde,-8.28,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_37_thiobenzaldehyde/rank10_confidence-8.28.sdf
B1_35_Cinnamaldehyde,-8.42,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_35_Cinnamaldehyde/rank10_confidence-8.42.sdf
B6_37_thiobenzaldehyde,-8.57,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_37_thiobenzaldehyde/rank10_confidence-8.57.sdf
B7_5_butyraldehyde,-8.61,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_5_butyraldehyde/rank10_confidence-8.61.sdf
B6_29_Salicylaldehyde,-8.65,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_29_Salicylaldehyde/rank10_confidence-8.65.sdf
B5_3_propylaldehyde,-8.65,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_3_propylaldehyde/rank10_confidence-8.65.sdf
B1_37_thiobenzaldehyde,-9.01,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_37_thiobenzaldehyde/rank10_confidence-9.01.sdf
B4_28_Phenylacetaldehyde,-9.03,/root/miniproject/DiffDock/proteinPDB/B4.pdb,/root/miniproject/results_batch/B4_28_Phenylacetaldehyde/rank10_confidence-9.03.sdf
B6_12_prop-2-ynal,-9.24,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_12_prop-2-ynal/rank10_confidence-9.24.sdf
B6_17_nonanal,-9.37,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_17_nonanal/rank10_confidence-9.37.sdf
B6_27_Benzaldehyde,-9.51,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_27_Benzaldehyde/rank10_confidence-9.51.sdf
B1_21_cis-2-Octenal,-9.54,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_21_cis-2-Octenal/rank10_confidence-9.54.sdf
B1_19_dodecanal,-10.03,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_19_dodecanal/rank10_confidence-10.03.sdf
B2_18_decanal,-10.06,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_18_decanal/rank10_confidence-10.06.sdf
B4_43_Glutamate-1-semialdehyde,-10.53,/root/miniproject/DiffDock/proteinPDB/B4.pdb,/root/miniproject/results_batch/B4_43_Glutamate-1-semialdehyde/rank10_confidence-10.53.sdf
B1_5_butyraldehyde,-10.55,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_5_butyraldehyde/rank10_confidence-10.55.sdf
B5_5_butyraldehyde,-10.56,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_5_butyraldehyde/rank10_confidence-10.56.sdf
B2_5_butyraldehyde,-10.79,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_5_butyraldehyde/rank10_confidence-10.79.sdf
B7_23_4-Hydroxynonenal,-10.99,/root/miniproject/DiffDock/proteinPDB/B7.pdb,/root/miniproject/results_batch/B7_23_4-Hydroxynonenal/rank10_confidence-10.99.sdf
B1_24_Tetradecanal,-11.07,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_24_Tetradecanal/rank10_confidence-11.07.sdf
B3_24_Tetradecanal,-11.97,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_24_Tetradecanal/rank10_confidence-11.97.sdf
B1_55_Ethanol,-12.51,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_55_Ethanol/rank10_confidence-12.51.sdf
B3_37_thiobenzaldehyde,-12.75,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_37_thiobenzaldehyde/rank10_confidence-12.75.sdf
B3_55_Ethanol,-13.04,/root/miniproject/DiffDock/proteinPDB/B3.pdb,/root/miniproject/results_batch/B3_55_Ethanol/rank10_confidence-13.04.sdf
B2_8_hexanal,-13.7,/root/miniproject/DiffDock/proteinPDB/B2.pdb,/root/miniproject/results_batch/B2_8_hexanal/rank10_confidence-13.70.sdf
B6_55_Ethanol,-23.81,/root/miniproject/DiffDock/proteinPDB/B6.pdb,/root/miniproject/results_batch/B6_55_Ethanol/rank10_confidence-23.81.sdf
B1_17_nonanal,-34.83,/root/miniproject/DiffDock/proteinPDB/B1.pdb,/root/miniproject/results_batch/B1_17_nonanal/rank10_confidence-34.83.sdf
"B3_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",-1000.0,/root/miniproject/DiffDock/proteinPDB/B3.pdb,"/root/miniproject/results_batch/B3_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal/rank10_confidence-1000.00.sdf"
B5_60_S-Formylglutathione,-1000.0,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_60_S-Formylglutathione/rank10_confidence-1000.00.sdf
B5_39_4-nitrobenzaldehyde,-1000.0,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_39_4-nitrobenzaldehyde/rank10_confidence-1000.00.sdf
B5_58_S-(4-oxobutan-2-yl)glutathione,-1000.0,/root/miniproject/DiffDock/proteinPDB/B5.pdb,/root/miniproject/results_batch/B5_58_S-(4-oxobutan-2-yl)glutathione/rank10_confidence-1000.00.sdf
